-4824.0,1942.0
-4820.0,1942.0
-4824.0,1942.0
-4824.0,1942.0
-4824.0,1942.0
-4832.0,1942.0
-4828.0,1942.0
-4836.0,1942.0
-4828.0,1942.0
-4812.0,1942.0
-4824.0,1942.0
-4832.0,1942.0
-4844.0,1942.0
-4844.0,1942.0
-4836.0,1942.0
-4828.0,1942.0
-4832.0,1942.0
-4836.0,1942.0
-4840.0,1942.0
-4828.0,1942.0
-4804.0,1942.0
-4808.0,1942.0
-4804.0,1942.0
-4828.0,1942.0
-4828.0,1942.0
-4800.0,1942.0
-4824.0,1942.0
-4828.0,1942.0
-4828.0,1942.0
-4828.0,1942.0
-4832.0,1942.0
-4836.0,1942.0
-4836.0,1942.0
-4836.0,1942.0
-4808.0,1942.0
-4796.0,1942.0
-4796.0,1942.0
-4824.0,1942.0
-4828.0,1942.0
-4832.0,1942.0
-4832.0,1942.0
-4840.0,1942.0
-4848.0,1942.0
-4844.0,1942.0
-4836.0,1942.0
-4824.0,1942.0
-4836.0,1942.0
-4852.0,1942.0
-4848.0,1942.0
-4824.0,1942.0
-4816.0,1942.0
-4820.0,1942.0
-4840.0,1942.0
-4844.0,1942.0
-4836.0,1942.0
-4844.0,1942.0
-4832.0,1942.0
-4844.0,1942.0
-4840.0,1942.0
-4852.0,1942.0
-4848.0,1942.0
-4840.0,1942.0
-4832.0,1942.0
-4824.0,1942.0
-4824.0,1942.0
-4816.0,1942.0
-4832.0,1942.0
-4820.0,1942.0
-4836.0,1942.0
-4824.0,1942.0
-4808.0,1942.0
-4812.0,1942.0
-4816.0,1942.0
-4816.0,1942.0
-4820.0,1942.0
-4824.0,1942.0
-4808.0,1942.0
-4824.0,1942.0
-4824.0,1942.0
-4820.0,1942.0
-4832.0,1942.0
-4820.0,1942.0
-4792.0,1942.0
-4804.0,1942.0
-4816.0,1942.0
-4812.0,1942.0
-4832.0,1942.0
-4816.0,1942.0
-4812.0,1942.0
-4824.0,1942.0
-4832.0,1942.0
-4840.0,1942.0
-4844.0,1942.0
-4824.0,1942.0
-4820.0,1942.0
-4824.0,1942.0
-4828.0,1942.0
-4828.0,1942.0
-4832.0,1942.0
-4816.0,1942.0
-4816.0,1942.0
-4816.0,1942.0
-4824.0,1942.0
-4824.0,1942.0
-4832.0,1942.0
-4832.0,1942.0
-4840.0,1942.0
-4844.0,1942.0
-4832.0,1942.0
-4832.0,1942.0
-4840.0,1942.0
-4840.0,1942.0
-4832.0,1942.0
-4828.0,1942.0
-4824.0,1942.0
-4824.0,1942.0
-4824.0,1942.0
-4816.0,1942.0
-4820.0,1942.0
-4816.0,1942.0
